qid,P1087,qal585,S813,S854,S1440
Q526325,2367,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4900839
Q511053,2390,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5012600
Q27527219,2266,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,613843
Q513707,2323,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6302920
Q30309782,1981,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,920541
Q613780,2625,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,108049
Q560423,2203,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1112074
Q541484,2470,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12802859
Q27525119,2422,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400053
Q563689,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14102110
Q562700,2637,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14107201
Q543492,2288,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14900440
Q1640809,2564,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000148
Q555005,2394,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200589
Q557787,2475,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2261090
Q555414,2207,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3501868
Q556485,2694,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4168003
Q566359,2267,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4640586
Q27598349,2107,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,704121
Q27528464,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,935590
Q1160387,2405,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,100013
Q74200,2109,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1301446
Q27525120,2371,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1310089
Q574962,2708,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13401653
Q599880,2342,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13600656
Q932713,2335,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,202169
Q590606,2284,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5013623
Q509286,2404,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,615935
Q4461781,2463,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,915874
Q27525519,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,100544
Q28470688,2037,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,111325
Q685868,2381,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1302302
Q634635,2584,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14400014
Q27523682,2365,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000938
Q20738972,2118,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2001357
Q27531262,2307,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2010011
Q619411,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200961
Q625820,2249,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3501418
Q610602,2199,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3504476
Q627195,2540,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3506690
Q634634,2693,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400173
Q620950,2552,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4128125
Q647615,2486,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1200186
Q27534670,2428,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400410
Q27531810,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2001772
Q1690755,2383,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,311111
Q27524864,2395,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2006707
Q16628894,2556,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5045185
Q492441,2605,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1006673
Q675255,2157,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1009877
Q686383,2576,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1105663
Q4174077,2353,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1109243
Q9366463,1625,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1109588
Q27529159,2327,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,115479
Q679404,2447,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1304232
Q682145,2433,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1600010
Q674633,2527,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000121
Q27531957,2304,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2002590
Q27524076,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2202484
Q27524117,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2900653
Q691879,2431,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4632630
Q27524506,2362,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,605239
Q9143435,2284,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7000227
Q2591388,2432,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1003992
Q27531734,2375,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,100579
Q27533731,2320,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1006533
Q725279,2617,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1207822
Q27527209,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1309862
Q706149,2472,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13300040
Q709548,2565,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14400030
Q717486,2500,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14900025
Q27526196,2380,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2006901
Q27523162,2311,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2008017
Q11695667,2181,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2201542
Q723552,2455,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2800012
Q716593,2390,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2803585
Q720164,2281,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3503950
Q726578,2520,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4100468
Q4320456,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4102231
Q704615,2376,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4120612
Q25894739,2180,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,602400
Q27524684,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,650048
Q47035263,1828,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10002251
Q27525368,2276,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1000730
Q12410051,2153,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1001612
Q2252667,2179,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1005049
Q27529800,2385,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,104167
Q18202642,2564,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,110973
Q27525929,2522,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,114286
Q27524693,2309,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1218107
Q27525589,2333,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400061
Q743401,2430,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14900092
Q730478,2442,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1705814
Q27527887,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2001977
Q7025987,2147,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2005786
Q743690,2586,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,304760
Q728142,2631,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3800024
Q726996,2430,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400262
Q28480116,2189,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4142683
Q758082,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,705268
Q27524678,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1101145
Q27526075,2420,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1159259
Q27597728,2236,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,118702
Q27534026,2348,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1305662
Q800082,2295,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200872
Q2155549,2423,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400084
Q804104,2120,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4900600
Q28480729,2030,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,506168
Q27532969,2366,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,700355
Q788941,2200,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,707104
Q27525544,2303,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,913260
Q27528427,2370,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,921033
Q27597704,2156,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,103888
Q27597685,2153,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12400653
Q821748,2536,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13301152
Q5213665,2285,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2002299
Q27532140,2338,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,651389
Q28481024,2171,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,703664
Q27526300,2279,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,101168
Q27526959,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14200619
Q28480321,2130,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,351369
Q27525473,2298,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,682438
Q3618872,2658,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,114987
Q27532313,2467,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,121576
Q28479114,2010,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12400360
Q18388576,2489,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13700090
Q28479325,2165,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13700138
Q27523065,2279,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13700405
Q27534055,2327,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,307106
Q28480845,2091,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4205456
Q27534182,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4605888
Q27598386,2097,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,620416
Q27530671,2368,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,718297
Q1297072,2534,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,720852
Q27524625,2387,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,101419
Q1853719,2639,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1017063
Q2529339,2233,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12800180
Q27526232,2334,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2205599
Q1857837,2607,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2804158
Q1807797,2108,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3202542
Q27531970,2373,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4118600
Q28480104,2049,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4131410
Q22916979,2207,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,500216
Q28480274,2125,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,604291
Q27524480,2515,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,632023
Q839967,2510,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,722960
Q27529794,2282,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,109622
Q9375530,2369,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1100254
Q1894922,2206,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1201573
Q1892288,2031,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14300435
Q1904650,2439,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1602675
Q11835018,2461,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700499
Q155328,2554,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,201260
Q7793474,2366,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,408760
Q3012893,2197,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,600180
Q1883907,2100,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,609218
Q27524916,2393,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,663395
Q18405561,2372,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7300018
Q27600169,1980,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7300301
Q27531149,2447,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,100110
Q27524590,2356,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1211854
Q28479073,2160,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1217968
Q27531311,2366,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,207608
Q1963957,2355,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1002473
Q27525871,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1005669
Q1278611,2563,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,105309
Q1960901,2399,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11600349
Q27580126,2295,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1202200
Q27525958,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1202952
Q1945303,2423,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13301454
Q27530391,2435,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000989
Q1950538,2112,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,203319
Q27532203,2400,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,209511
Q27533273,2380,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2257459
Q27526850,2381,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4139739
Q1965264,2429,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4148053
Q1974107,2426,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5003512
Q27526946,2298,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5038472
Q30310057,2217,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,600890
Q27528746,2332,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8700265
Q1992664,2663,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1126881
Q11684504,2395,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1200127
Q27525508,2387,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1204890
Q27523334,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1208497
Q27527033,2546,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1303759
Q2027863,2426,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13300377
Q2008484,2482,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13301250
Q2032831,2191,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2008599
Q3894610,2392,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,201855
Q27527261,2381,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2202280
Q6968911,2355,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2800209
Q2004661,2669,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,316385
Q27525723,2400,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,319783
Q4496647,2495,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400297
Q2019607,2458,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4195752
Q1996991,2353,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4601084
Q1996765,2197,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4605390
Q27523869,2400,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,602469
Q27522850,2396,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,617636
Q27525743,2371,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,623369
Q2088888,2411,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1000136
Q2067912,2403,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1000179
Q2040489,2409,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1006436
Q2054550,2431,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1011480
Q28478823,2106,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,102997
Q2064831,2390,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1100050
Q27597679,2149,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1201557
Q27533203,2353,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1217992
Q2041993,2345,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13401521
Q2064324,2506,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13500031
Q688382,2685,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1610856
Q27525305,2337,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000563
Q27533887,2339,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2007002
Q2868537,2292,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,202355
Q2622582,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,204412
Q6142531,2145,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2201739
Q27525534,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2205602
Q27579851,2157,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,300489
Q27523315,2294,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,327646
Q27533241,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3405940
Q2078377,2455,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400238
Q27532734,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1000799
Q27528805,2346,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,100730
Q27533344,2456,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,113816
Q924674,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13603434
Q893820,1971,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1701657
Q893658,2537,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000040
Q924753,2622,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3504409
Q893748,2626,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4129199
Q929711,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5000092
Q27579586,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5201896
Q4253219,2422,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,916358
Q27531605,2398,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,916498
Q27533076,2475,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1026356
Q28479089,2197,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12400971
Q945519,2534,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400665
Q955831,2505,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2005492
Q2053397,2338,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,202282
Q948688,2530,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2600013
Q946506,2455,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,400211
Q963789,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4500660
Q27526649,2226,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,501352
Q27533708,2388,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,649201
Q27527562,2441,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,916129
Q28481152,2060,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,926990
Q27534185,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1002546
Q27527534,2367,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,100439
Q1689046,2511,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,105198
Q27523670,2367,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,114839
Q989820,2420,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13900161
Q28479751,2099,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,302520
Q27523922,2339,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,402265
Q997778,1966,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4640772
Q980449,2567,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4700236
Q969892,2574,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,600270
Q27525442,2336,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,903833
Q9370163,1993,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1102605
Q27523955,2406,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,322890
Q11858287,2185,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,500372
Q27530377,2370,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5200644
Q27531106,2339,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5201004
Q27525709,2326,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1100785
Q276715,2504,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1209272
Q27525913,2325,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1800051
Q19917973,2425,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000580
Q27528642,2282,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2009315
Q364668,2403,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,300055
Q17484975,2219,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,325449
Q28480057,2122,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,327930
Q1461733,2438,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3300200
Q11792013,2202,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,500755
Q27525870,2412,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1004590
Q42841194,2150,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1033689
Q27597709,2199,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1201743
Q27530731,2300,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1400576
Q5024333,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2000920
Q28479395,2204,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,200468
