qid,P1087,qal585,S813,S854,S1440
Q27597736,2168,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12402036
Q27597819,2124,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13600427
Q27597795,2291,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13600974
Q27597824,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13601040
Q27597789,2139,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1401190
Q27597815,2247,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14108623
Q27597869,2111,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14113333
Q27597843,2099,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14202182
Q27597837,2077,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14204126
Q27597890,1640,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14307120
Q27597870,2249,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14904888
Q27597848,2232,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,16500270
Q27597902,2210,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24142573
Q27598014,2170,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3403963
Q27597965,2192,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3506355
Q27597990,2059,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3600424
Q27597970,1920,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3900940
Q27597971,2229,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4109333
Q27598053,2242,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4116909
Q27598184,2137,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4622650
Q27598293,2218,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5001056
Q27598279,2170,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5043131
Q27598336,2218,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5700965
Q27598322,2005,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5800315
Q27598366,2146,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7100400
Q27598372,1996,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7300573
Q27598313,1981,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7900880
Q27598392,1840,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7901631
Q27598362,2237,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8602310
Q27598427,1643,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,9910050
Q27758286,2315,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12518450
Q4086128,2417,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4105451
Q28481109,1836,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,9200606
Q27827801,2231,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,9200215
Q28480312,1874,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3520412
Q28480100,2229,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4144210
Q28312812,2316,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13601440
Q1990030,2372,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1602004
Q18280587,2370,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2100495
Q28478237,1804,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10610529
Q28478786,2075,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11600810
Q28479088,1547,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12311987
Q28479094,2098,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12401331
Q28479182,1774,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12412120
Q28479162,1908,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12534544
Q28479127,1680,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12543675
Q28479166,2040,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13302272
Q28479135,1998,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13401114
Q28479158,2068,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13403010
Q28479283,2202,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13500830
Q28479280,2108,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13501143
Q28479302,2047,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13503227
Q28479506,2155,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13705563
Q28479539,2058,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13711261
Q27530637,2294,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5000238
Q29466721,2105,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5007267
Q14703323,2624,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6302718
Q27524790,2415,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1123815
Q3148276,2433,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,806404
Q14920221,2578,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13301004
Q14918476,2205,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5900026
Q15065124,2445,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4103009
Q27523317,2411,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2064871
Q27580152,2145,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10100024
Q27580120,2205,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11000023
Q27526102,2415,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14600056
Q6583878,2350,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2800322
Q30309722,2200,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,500380
Q16945011,2210,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5500427
Q27523787,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13900722
Q21153698,1954,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2100681
Q27524346,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2102579
Q27524775,2417,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3400182
Q27534236,2318,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4140451
Q28479958,2222,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4157214
Q27524603,2338,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5500079
Q27526955,2364,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4167856
Q27598382,2053,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7400446
Q809621,2525,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1104306
Q11766047,2206,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1108670
Q27534538,2320,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4122771
Q27528680,2301,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4126920
Q1320395,2476,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12400084
Q27580045,2299,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13800051
Q27533764,2344,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,702994
Q16945010,2017,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,820067
Q27523929,2530,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4103050
Q20908928,2242,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6300332
Q27532955,2366,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,733776
Q21099078,2278,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4185641
Q15614837,2501,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5011167
Q15614863,2451,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5200059
Q15794313,2448,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4620437
Q27525990,2333,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,726958
Q15854889,2359,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14103680
Q15833805,2407,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4613112
Q16115248,2136,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14507250
Q16225523,2422,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11000228
Q16165077,2407,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12501000
Q16222185,2285,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13301314
Q16225599,2352,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13704788
Q16214005,2427,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5800080
Q16470401,2563,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13603078
Q16536448,2487,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13603086
Q16702704,2598,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24107131
Q16693809,2549,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5201268
Q16945511,2185,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2012383
Q27528651,2299,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1600877
Q28479893,1888,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,35002767
Q487160,2342,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4196872
Q27524795,2292,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,10600086
Q28480257,1582,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5600898
Q21175170,2350,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7800010
Q27530792,2386,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4400038
Q18019719,2510,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4611799
Q7115095,2096,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4187725
Q18236512,2586,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14100371
Q18236696,2233,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14400316
Q18338211,2408,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12512214
Q18560216,2463,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12502200
Q18578182,2426,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13403729
Q18634548,2225,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101530
Q18720376,2350,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24633569
Q19501929,1946,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12911690
Q19613364,2539,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14104954
Q27529059,2466,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2011271
Q19916846,2464,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14113210
Q20055097,2343,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12800597
Q20006503,2433,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2260409
Q19999101,1939,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2281813
Q20195459,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4127714
Q20631628,2544,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14201801
Q20645066,1742,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,44185642
Q20716646,2116,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5019575
Q27524560,2347,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12400238
Q28479122,1818,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12400629
Q28479143,2125,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13400355
Q27527707,2368,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13800698
Q28479517,2007,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14000458
Q540648,2436,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14000652
Q27529193,2428,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14200120
Q27597879,2116,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14200201
Q27579973,2238,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14200384
Q27526529,2322,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14200830
Q20973724,2655,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2047640
Q27524540,2302,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2800748
Q27529922,2316,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4153561
Q21479815,1546,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,22267875
Q30309795,2280,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7900040
Q21683575,2337,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14123622
Q21786174,1815,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,12802182
Q4240726,2524,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4155890
Q1524136,2575,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2100029
Q4397069,2471,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13502921
Q4395538,2461,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101378
Q4442189,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4106970
Q4391159,2627,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4173708
Q4373258,2336,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,700487
Q4455415,2554,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13302531
Q4456514,2508,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13501429
Q4521047,2204,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1300415
Q4521873,2562,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14602296
Q4521681,2533,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2011255
Q27522923,2361,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2222353
Q4538211,2496,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4102711
Q4513619,2364,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4103289
Q4526117,2281,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4601670
Q4461611,2388,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,900460
Q27528763,2474,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,737119
Q4524029,2175,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1100424
Q5274635,2527,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2105446
Q4934852,2496,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4300033
Q367277,2822,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2020009
Q4800779,2432,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5200032
Q4932411,2232,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2003643
Q16421706,2433,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2300958
Q4893954,2433,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3000028
Q27526578,2404,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2301130
Q27525636,2356,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,405647
Q27527466,2325,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700626
Q5068363,2519,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5011132
Q27524061,2313,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,907235
Q5225999,2408,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5201330
Q27525109,2272,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,701858
Q27534215,2308,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1605410
Q27527612,2374,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2122928
Q27524478,2348,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,623636
Q5373726,2206,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2001365
Q28479967,2094,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4154533
Q28480173,2130,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4180488
Q27528577,2390,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1302590
Q5484004,2175,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2100096
Q5418978,2216,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4300114
Q27525541,2323,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4601068
Q27524543,2401,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5202248
Q4798685,2088,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2003651
Q5626867,1574,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6343082
Q5725096,2165,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2229994
Q5671308,2369,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3405451
Q466407,2465,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700146
Q5940015,2408,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200120
Q5928023,2450,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2203146
Q27530109,2316,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,316326
Q6128614,2164,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2210495
Q6047507,2243,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3500462
Q6110436,2358,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3500918
Q6168791,2364,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700235
Q6170461,2192,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2219344
Q6256717,2160,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1800736
Q2547266,2321,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1005723
Q4721336,2025,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2004658
Q766789,2464,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2005158
Q27526568,2330,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4102100
Q1372197,2521,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,5100011
Q5202500,2032,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2023997
Q27525036,2310,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2001454
Q6653772,2473,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8600112
Q27523387,2355,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2017849
Q27523908,2468,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2031280
Q27525867,2239,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2031779
Q17113361,2196,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1500350
Q7267581,2435,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,8600082
Q7358725,2305,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4300068
Q2524571,2210,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,11602252
Q27579507,2270,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,6500366
Q28479523,2098,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14000679
Q11239165,2216,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1500147
Q27598304,2059,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,502340
Q7688085,2271,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14107449
Q27579480,2275,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,701688
Q8064171,2210,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2800756
Q2566743,2433,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2200023
Q27528494,2340,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4128745
Q9049194,2295,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,3500594
Q9150557,2373,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13505211
Q9145639,2311,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2803097
Q9150296,2284,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4200446
Q9156220,2512,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,615013
Q9142829,2445,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,7900309
Q9157822,2082,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,909718
Q9252610,2059,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13901001
Q9202615,2207,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14300010
Q543256,2707,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2205530
Q9355843,2360,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101610
Q9310342,2414,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1700049
Q4402150,2529,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,4119932
Q4235225,2417,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1300075
Q27526596,2365,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1130633
Q27579809,2267,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2906406
Q27529010,2298,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,922030
Q28479550,2118,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13800078
Q28479524,2082,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13901710
Q28479558,2115,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13902806
Q28479559,1932,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,13903110
Q28479362,2094,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14101670
Q28479377,2064,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14114500
Q28479332,2093,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14117215
Q28479330,1890,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14117940
Q28479338,1975,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14118165
Q28479379,2089,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14118874
Q28479375,2054,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14124360
Q28479336,2154,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14149893
Q28479376,2033,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14203677
Q28479365,1793,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14300729
Q28479698,1611,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14308088
Q28479694,1579,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14309084
Q28479690,1621,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14310813
Q28479680,2025,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14400081
Q28479707,2060,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,14506319
Q28479413,2185,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,1606328
Q28479570,2015,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2109832
Q28479584,2128,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2218410
Q28479611,1981,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,2300753
Q28479468,2037,+2018-06-01T00:00:00Z,+2018-07-28T00:00:00Z,Q27038151,24110949
